Nazwa dokumentu;Numer zdania;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
ustawy/00101931.xml;sent6;2;3;3;3;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ustawy/00101931.xml;sent5;3;2;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ustawy/00101931.xml;sent4;3;1;4;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ustawy/00101931.xml;sent19;1;4;6;3;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
ustawy/00101931.xml;sent18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ustawy/00101931.xml;sent13;0;1;2;5;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ustawy/00101931.xml;sent12;0;3;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ustawy/00101931.xml;sent11;1;2;2;2;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
ustawy/00101931.xml;sent10;0;1;4;0;0;1;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ustawy/00101931.xml;sent17;2;10;9;7;5;4;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
ustawy/00101931.xml;sent16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ustawy/00101931.xml;sent15;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ustawy/00101931.xml;sent14;0;1;2;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ustawy/00101931.xml;sent22;0;5;5;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
ustawy/00101931.xml;sent23;2;5;6;2;3;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
ustawy/00101931.xml;sent20;0;1;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ustawy/00101931.xml;sent21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ustawy/00101931.xml;sent24;0;1;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ustawy/00101931.xml;sent25;0;0;4;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
kap/00102090.xml;sent9;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102090.xml;sent8;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102090.xml;sent3;1;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102090.xml;sent2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102090.xml;sent1;0;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102090.xml;sent7;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102090.xml;sent6;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102090.xml;sent5;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102090.xml;sent4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102406.xml;sent13;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102406.xml;sent12;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102406.xml;sent11;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102406.xml;sent10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102406.xml;sent14;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102406.xml;sent9;5;2;1;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102406.xml;sent8;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102406.xml;sent3;2;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102406.xml;sent2;3;2;1;4;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102406.xml;sent1;2;2;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102406.xml;sent7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102406.xml;sent6;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102406.xml;sent5;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102406.xml;sent4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
urzędowe/00102554.xml;sent10;1;4;2;1;3;1;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
urzędowe/00102554.xml;sent9;1;4;4;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
urzędowe/00102554.xml;sent8;0;1;1;6;2;1;3;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
urzędowe/00102554.xml;sent3;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
urzędowe/00102554.xml;sent2;1;0;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
urzędowe/00102554.xml;sent1;0;4;2;3;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
urzędowe/00102554.xml;sent7;0;2;3;1;3;2;3;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
urzędowe/00102554.xml;sent6;2;4;3;6;3;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
urzędowe/00102554.xml;sent5;0;4;2;4;4;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
urzędowe/00102554.xml;sent4;0;5;6;1;2;4;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102492.xml;sent3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102492.xml;sent2;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102492.xml;sent1;7;6;3;7;2;4;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102492.xml;sent4;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102496.xml;sent2;0;2;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102496.xml;sent1;3;2;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent9;0;0;4;2;2;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent8;0;3;1;2;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent3;1;4;2;3;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent2;1;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent1;1;3;3;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent7;1;2;6;3;5;2;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent6;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent5;0;1;0;2;1;1;2;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent4;1;0;0;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent19;2;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent18;1;2;0;3;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent13;1;0;5;4;1;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent12;0;0;0;2;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent11;0;0;2;2;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent10;0;5;3;4;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent17;0;6;2;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent16;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent15;0;0;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent14;0;0;3;3;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent22;2;4;6;2;4;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent23;2;4;1;3;2;1;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent20;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popularno_naukowe_i_podręczniki/00102528.xml;sent21;1;0;2;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102500.xml;sent13;1;3;6;5;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102500.xml;sent12;1;0;1;3;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102500.xml;sent11;0;3;2;0;0;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102500.xml;sent10;3;4;1;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
kap/00102500.xml;sent14;0;1;0;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102500.xml;sent9;3;4;3;3;1;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102500.xml;sent8;0;3;3;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102500.xml;sent3;1;1;1;2;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102500.xml;sent2;0;4;0;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102500.xml;sent1;1;2;2;3;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102500.xml;sent7;1;2;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102500.xml;sent6;2;2;0;1;2;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102500.xml;sent5;0;2;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kap/00102500.xml;sent4;2;1;4;2;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101204.xml;sent13;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101204.xml;sent12;0;3;0;3;1;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101204.xml;sent11;0;4;0;3;0;1;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101204.xml;sent10;0;2;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101204.xml;sent16;0;1;0;2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101204.xml;sent15;0;2;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101204.xml;sent14;0;3;0;3;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101204.xml;sent9;0;1;1;0;0;1;1;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101204.xml;sent8;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101204.xml;sent3;1;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101204.xml;sent2;1;3;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101204.xml;sent1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101204.xml;sent7;0;5;1;6;0;0;2;1;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101204.xml;sent6;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101204.xml;sent5;0;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101204.xml;sent4;1;4;1;3;2;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101198.xml;sent3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101198.xml;sent2;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101198.xml;sent1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikipedia/00101198.xml;sent5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
wikipedia/00101198.xml;sent4;3;2;1;2;1;1;0;0;2;0;1;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0
blogi/00102246.xml;sent12;3;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
blogi/00102246.xml;sent11;2;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
blogi/00102246.xml;sent10;3;4;1;3;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
blogi/00102246.xml;sent9;2;4;1;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
blogi/00102246.xml;sent8;1;2;3;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
blogi/00102246.xml;sent3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
blogi/00102246.xml;sent2;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
blogi/00102246.xml;sent1;3;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
blogi/00102246.xml;sent7;0;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
blogi/00102246.xml;sent6;7;3;6;2;3;2;3;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
blogi/00102246.xml;sent5;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
blogi/00102246.xml;sent4;0;3;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dap/00102382.xml;sent2;10;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
